Date,Open,High,Low,Close,Prev. Close,Change,% Change
25-Sep-20,23.51,23.51,18.6675,20.675,23.51,-2.84,-12.06
28-Sep-20,20.675,21.0975,19.35,19.5725,20.675,-1.1,-5.33
29-Sep-20,19.5725,20.1975,18.4275,19.775,19.5725,0.2,1.03
30-Sep-20,19.775,20.215,17.675,19.53,19.775,-0.24,-1.24
01-Oct-20,19.53,19.53,17.375,18.35,19.53,-1.18,-6.04
05-Oct-20,18.35,20.025,18.35,19.705,18.35,1.35,7.38
06-Oct-20,19.705,19.8925,18.36,19.635,19.705,-0.07,-0.36
07-Oct-20,19.635,20.3375,19.0675,20.06,19.635,0.42,2.16
08-Oct-20,20.06,20.855,18.9775,20.38,20.06,0.32,1.6
09-Oct-20,20.38,21.0075,17.51,20.38,20.38,0,0
12-Oct-20,20.38,22.1,19.39,21.1275,20.38,0.75,3.67
13-Oct-20,21.1275,21.65,20.525,20.715,21.1275,-0.41,-1.95
14-Oct-20,20.715,20.9625,18.425,20.21,20.715,-0.5,-2.44
15-Oct-20,20.21,22.275,19.0375,22.0575,20.21,1.85,9.14
16-Oct-20,22.0575,22.4175,20.485,21.645,22.0575,-0.41,-1.87
19-Oct-20,21.645,22.3175,15.465,21.8175,21.645,0.17,0.8
20-Oct-20,21.8175,22.7925,18.79,22.69,21.8175,0.87,4
21-Oct-20,22.69,23.545,18.3775,22.915,22.69,0.22,0.99
22-Oct-20,22.915,23.515,17.44,22.635,22.915,-0.28,-1.22
23-Oct-20,22.635,22.78,19.8325,21.8275,22.635,-0.81,-3.57
26-Oct-20,21.8275,23.405,21.32,22.8325,21.8275,1,4.6
27-Oct-20,22.8325,23.1675,22.1225,22.195,22.8325,-0.64,-2.79
28-Oct-20,22.195,23.465,20.08,23.28,22.195,1.09,4.89
29-Oct-20,23.28,24.36,22.2825,24.0225,23.28,0.74,3.19
30-Oct-20,24.0225,26.3,21.725,24.7525,24.0225,0.73,3.04
02-Nov-20,24.7525,25.9175,24.22,25.21,24.7525,0.46,1.85
03-Nov-20,25.21,25.3325,22.9175,24.24,25.21,-0.97,-3.85
04-Nov-20,24.24,24.24,20.6725,23.2,24.24,-1.04,-4.29
05-Nov-20,23.2,23.2,19.99,20.965,23.2,-2.23,-9.63
06-Nov-20,20.965,20.965,19.2825,20.4975,20.965,-0.47,-2.23
09-Nov-20,20.4975,21.0475,17.58,20.1125,20.4975,-0.38,-1.88
10-Nov-20,20.1125,21.845,19.895,21.5775,20.1125,1.46,7.28
11-Nov-20,21.5775,22.375,18.995,22.0325,21.5775,0.45,2.11
12-Nov-20,22.0325,22.0325,19.7875,20.62,22.0325,-1.41,-6.41
13-Nov-20,20.62,29.525,19.5575,19.7025,20.62,-0.92,-4.45
14-Nov-20,19.7025,19.7025,16.175,19.13,19.7025,-0.57,-2.91
17-Nov-20,19.13,20.405,18.4025,19.8025,19.13,0.67,3.52
18-Nov-20,19.8025,19.8025,15.72,19.12,19.8025,-0.68,-3.45
19-Nov-20,19.12,19.9825,16.325,19.57,19.12,0.45,2.35
20-Nov-20,19.57,19.8075,16.9975,19.6175,19.57,0.05,0.24
23-Nov-20,19.6175,20.8625,16.91,20.7975,19.6175,1.18,6.02
24-Nov-20,20.7975,22,20.025,21.0575,20.7975,0.26,1.25
25-Nov-20,21.0575,23.495,20.68,23.1275,21.0575,2.07,9.83
26-Nov-20,23.1275,23.1275,19.4375,20.0225,23.1275,-3.11,-13.43
27-Nov-20,20.0225,21.28,17.625,19.8175,20.0225,-0.21,-1.02
01-Dec-20,19.8175,21.235,19.245,20.1825,19.8175,0.37,1.84
02-Dec-20,20.1825,20.5525,17.9625,19.9075,20.1825,-0.28,-1.36
03-Dec-20,19.9075,19.9075,17.7225,19,19.9075,-0.91,-4.56
04-Dec-20,19,19.035,16.53,18.0275,19,-0.97,-5.12
07-Dec-20,18.0275,18.315,16.95,18.025,18.0275,0,-0.01
08-Dec-20,18.025,18.795,16.2675,18.6175,18.025,0.59,3.29
09-Dec-20,18.6175,19.63,16.22,18.92,18.6175,0.3,1.62
10-Dec-20,18.92,19.385,17.4225,18.7125,18.92,-0.21,-1.1
11-Dec-20,18.7125,19.285,17.3625,18.79,18.7125,0.08,0.41
14-Dec-20,18.79,19.6425,15.3275,19.4025,18.79,0.61,3.26
15-Dec-20,19.4025,19.8275,15.6925,19.345,19.4025,-0.06,-0.3
16-Dec-20,19.345,19.3975,18.6075,19.2,19.345,-0.14,-0.75
17-Dec-20,19.2,21.6225,14.0525,19.1575,19.2,-0.04,-0.22
18-Dec-20,19.1575,19.4925,14.555,18.6225,19.1575,-0.54,-2.79
21-Dec-20,18.6225,23.68,18.6225,23.19,18.6225,4.57,24.53
22-Dec-20,23.19,24.48,16.5925,21.985,23.19,-1.21,-5.2
23-Dec-20,21.985,22.0825,19.395,20.495,21.985,-1.49,-6.78
24-Dec-20,20.495,20.9525,15.645,19.9675,20.495,-0.53,-2.57
28-Dec-20,19.9675,21.0225,18.5975,20.4275,19.9675,0.46,2.3
29-Dec-20,20.4275,21.2125,17.6275,20.79,20.4275,0.36,1.77
30-Dec-20,20.79,21.5875,20.79,21.11,20.79,0.32,1.54
31-Dec-20,21.11,21.505,19.19,21.095,21.11,-0.02,-0.07
01-Jan-21,21.095,21.3325,19.2625,19.56,21.095,-1.54,-7.28
04-Jan-21,19.56,21.0275,19.335,20.03,19.56,0.47,2.4
05-Jan-21,20.03,21.005,20.03,20.46,20.03,0.43,2.15
06-Jan-21,20.46,21.63,20.425,20.995,20.46,0.54,2.61
07-Jan-21,20.995,20.995,20.1375,20.615,20.995,-0.38,-1.81
08-Jan-21,20.615,20.85,17.38,20.64,20.615,0.03,0.12
11-Jan-21,20.64,22.745,20.64,22.3825,20.64,1.74,8.44
12-Jan-21,22.3825,23.26,22.2925,22.8475,22.3825,0.46,2.08
13-Jan-21,22.8475,24.0475,22.37,23.2925,22.8475,0.45,1.95
14-Jan-21,23.2925,23.7025,22.8075,23.0275,23.2925,-0.27,-1.14
15-Jan-21,23.0275,24.6775,23.0275,24.01,23.0275,0.98,4.27
18-Jan-21,24.01,25.4125,23.5675,24.395,24.01,0.38,1.6
19-Jan-21,24.395,24.395,20.36,22.8975,24.395,-1.5,-6.14
20-Jan-21,22.8975,23.185,19.33,21.55,22.8975,-1.35,-5.88
21-Jan-21,21.55,22.7775,18.6175,22.18,21.55,0.63,2.92
22-Jan-21,22.18,23.04,18.73,22.4225,22.18,0.24,1.09
25-Jan-21,22.4225,23.81,20.3375,23.245,22.4225,0.82,3.67
27-Jan-21,23.245,24.7475,20.83,24.3925,23.245,1.15,4.94
28-Jan-21,24.3925,25.295,23.435,24.29,24.3925,-0.1,-0.42
29-Jan-21,24.29,25.99,22.08,25.3425,24.29,1.05,4.33
01-Feb-21,25.3425,25.925,22.6,23.3225,25.3425,-2.02,-7.97
02-Feb-21,23.3225,23.61,21.0025,23.345,23.3225,0.02,0.1
03-Feb-21,23.345,24.1975,20.9475,23.745,23.345,0.4,1.71
04-Feb-21,23.745,23.9325,22.09,23.1225,23.745,-0.62,-2.62
05-Feb-21,23.1225,23.935,20.08,23.415,23.1225,0.29,1.27
08-Feb-21,23.415,24.345,22.1775,23.9575,23.415,0.54,2.32
09-Feb-21,23.9575,24.4675,21.4325,24.27,23.9575,0.31,1.3
10-Feb-21,24.27,24.955,20.9075,23.9525,24.27,-0.32,-1.31
11-Feb-21,23.9525,24.2225,21.0175,23.045,23.9525,-0.91,-3.79
12-Feb-21,0,0,0,23.045,23.9525,-0.91,-3.79
15-Feb-21,22.0425,22.39,20.8225,21.475,22.0425,-0.57,-2.57
16-Feb-21,21.475,22.115,20.535,21.78,21.475,0.3,1.42
17-Feb-21,21.78,21.88,21.0975,21.505,21.78,-0.28,-1.26
18-Feb-21,21.505,22.085,19.9625,21.5425,21.505,0.04,0.17
19-Feb-21,21.5425,22.8675,19.345,22.25,21.5425,0.71,3.28
22-Feb-21,22.25,25.82,20.0225,25.47,22.25,3.22,14.47
23-Feb-21,25.47,25.6425,23.8575,25.2275,25.47,-0.24,-0.95
24-Feb-21,25.2275,25.2275,23.4825,24.1675,25.2275,-1.06,-4.2
25-Feb-21,24.1675,24.1675,22.6275,22.8925,24.1675,-1.28,-5.28
26-Feb-21,22.8925,29.645,22.8925,28.1425,22.8925,5.25,22.93
01-Mar-21,28.1425,28.1425,24.95,25.625,28.1425,-2.52,-8.95
02-Mar-21,25.625,25.625,23.21,23.605,25.625,-2.02,-7.88
03-Mar-21,23.605,23.605,21.815,22.09,23.605,-1.52,-6.42
04-Mar-21,22.09,24.5775,22.09,24.15,22.09,2.06,9.33
05-Mar-21,24.15,26.4075,22.8625,25.56,24.15,1.41,5.84
08-Mar-21,25.56,25.6525,21.2025,24.675,25.56,-0.88,-3.46
09-Mar-21,24.675,24.675,21.4375,22.495,24.675,-2.18,-8.83
10-Mar-21,22.495,22.495,19.315,20.7475,22.495,-1.75,-7.77
12-Mar-21,20.7475,22.67,18.5375,21.7075,20.7475,0.96,4.63
15-Mar-21,21.7075,22.9325,20.995,21.2275,21.7075,-0.48,-2.21
16-Mar-21,21.2275,21.2275,18.0625,20.19,21.2275,-1.04,-4.89
17-Mar-21,20.19,20.42,18.62,20.1575,20.19,-0.03,-0.16
18-Mar-21,20.1575,20.9475,16.6825,20.08,20.1575,-0.08,-0.38
19-Mar-21,20.08,21.865,18.725,19.9875,20.08,-0.09,-0.46
22-Mar-21,19.9875,21.2325,18.97,20.4925,19.9875,0.5,2.53
23-Mar-21,20.4925,22.135,20.4925,20.665,20.4925,0.17,0.84
24-Mar-21,20.665,22.6875,19.745,22.455,20.665,1.79,8.66
25-Mar-21,22.455,23.3125,21.12,22.6975,22.455,0.24,1.08
26-Mar-21,22.6975,22.9175,18.225,20.65,22.6975,-2.05,-9.02
30-Mar-21,0,0,0,20.65,22.6975,-2.05,-9.02
31-Mar-21,20.485,20.83,19.995,20.645,20.485,0.16,0.78
01-Apr-21,20.645,20.675,19.73,19.9875,20.645,-0.66,-3.18
05-Apr-21,19.9875,23.305,19.9875,21.215,19.9875,1.23,6.14
06-Apr-21,21.215,22.24,19.805,20.84,21.215,-0.38,-1.77
07-Apr-21,20.84,21.2975,19.43,20.2475,20.84,-0.59,-2.84
08-Apr-21,20.2475,20.585,19.17,20.3125,20.2475,0.07,0.32
09-Apr-21,20.3125,20.9675,19.6825,19.785,20.3125,-0.53,-2.6
12-Apr-21,19.785,23.3025,19.785,22.995,19.785,3.21,16.22
13-Apr-21,22.995,22.995,20.2975,20.46,22.995,-2.54,-11.02
15-Apr-21,20.46,21.545,18.245,20.89,20.46,0.43,2.1
16-Apr-21,20.89,21.09,19.4825,20.4025,20.89,-0.49,-2.33
19-Apr-21,20.4025,23.1075,19.8075,22.485,20.4025,2.08,10.21
20-Apr-21,22.485,22.745,21.2375,22.425,22.485,-0.06,-0.27
22-Apr-21,22.425,23.6075,22.425,23.025,22.425,0.6,2.68
23-Apr-21,23.025,23.0525,20.21,22.69,23.025,-0.33,-1.45
26-Apr-21,22.69,23.555,22.6175,23.495,22.69,0.8,3.55
27-Apr-21,23.495,23.625,22.32,23.0825,23.495,-0.41,-1.76
28-Apr-21,23.0825,23.1125,20.9675,22.58,23.0825,-0.5,-2.18
29-Apr-21,22.58,23.4225,22.1075,23.305,22.58,0.73,3.21
30-Apr-21,23.305,23.765,22.5975,23.0275,23.305,-0.28,-1.19
03-May-21,23.0275,24.54,21.84,23.6925,23.0275,0.66,2.89
04-May-21,23.6925,23.6925,22.1775,23.01,23.6925,-0.68,-2.88
05-May-21,23.01,23.19,21.135,21.9625,23.01,-1.05,-4.55
06-May-21,21.9625,22.6125,20.1225,22.035,21.9625,0.07,0.33
07-May-21,22.035,22.035,20.31,20.8225,22.035,-1.21,-5.5
10-May-21,20.8225,21.1475,20.135,20.225,20.8225,-0.6,-2.87
11-May-21,20.225,21.1175,19.7225,19.83,20.225,-0.4,-1.95
12-May-21,19.83,20.905,18.36,20.08,19.83,0.25,1.26
14-May-21,20.08,21.1525,18.2275,20.2675,20.08,0.19,0.93
17-May-21,20.2675,20.425,18.3625,19.6075,20.2675,-0.66,-3.26
18-May-21,19.6075,19.6075,18.305,19.24,19.6075,-0.37,-1.87
19-May-21,19.24,19.5675,17.23,19.3175,19.24,0.08,0.4
20-May-21,19.3175,19.8375,18.0925,19.6525,19.3175,0.34,1.73
21-May-21,19.6525,19.6525,17.13,19.08,19.6525,-0.57,-2.91
24-May-21,19.08,19.885,18.72,19.13,19.08,0.05,0.26
25-May-21,19.13,21.05,17.6875,18.8425,19.13,-0.29,-1.5
26-May-21,18.8425,21.3025,17.23,20.8725,18.8425,2.03,10.77
27-May-21,20.8725,21.3225,18.3525,19.91,20.8725,-0.96,-4.61
28-May-21,19.91,19.91,17.355,17.4025,19.91,-2.51,-12.59
31-May-21,17.4025,17.99,16.4325,16.885,17.4025,-0.52,-2.97
01-Jun-21,16.885,17.9625,15.31,17.3875,16.885,0.5,2.98
02-Jun-21,17.3875,17.6475,15.1675,17.21,17.3875,-0.18,-1.02
03-Jun-21,17.21,17.21,14.1475,15.745,17.21,-1.47,-8.51
04-Jun-21,15.745,16.3825,14.9425,15.94,15.745,0.2,1.24
07-Jun-21,15.94,15.94,14.7425,15.5675,15.94,-0.37,-2.34
08-Jun-21,15.5675,15.6,13.5675,15.225,15.5675,-0.34,-2.2
09-Jun-21,15.225,15.7425,11.945,14.7525,15.225,-0.47,-3.1
10-Jun-21,14.7525,15.2,14.1775,15.0025,14.7525,0.25,1.69
11-Jun-21,15.0025,15.0025,13.9375,14.1025,15.0025,-0.9,-6
14-Jun-21,14.1025,15.3075,13.74,14.715,14.1025,0.61,4.34
15-Jun-21,14.715,15.1625,13.2775,14.605,14.715,-0.11,-0.75
16-Jun-21,14.605,15.3225,13.6175,14.865,14.605,0.26,1.78
17-Jun-21,14.865,16.05,14.5275,15.2875,14.865,0.42,2.84
18-Jun-21,15.2875,16.62,10.6,14.7975,15.2875,-0.49,-3.21
21-Jun-21,14.7975,16.46,14.375,15.06,14.7975,0.26,1.77
22-Jun-21,15.06,15.1125,14.425,14.7375,15.06,-0.32,-2.14
23-Jun-21,14.7375,15.535,13.625,15.365,14.7375,0.63,4.26
24-Jun-21,15.365,15.6375,14.925,15.0975,15.365,-0.27,-1.74
25-Jun-21,15.0975,15.2675,13.275,13.3675,15.0975,-1.73,-11.46
28-Jun-21,13.3675,13.77,13.1175,13.4025,13.3675,0.04,0.26
29-Jun-21,13.4025,13.4025,12.9025,13.0025,13.4025,-0.4,-2.98
30-Jun-21,13.0025,13.14,12.6,13.045,13.0025,0.04,0.33
01-Jul-21,13.045,13.2825,12.33,12.84,13.045,-0.21,-1.57
02-Jul-21,12.84,13.02,12.0225,12.09,12.84,-0.75,-5.84
05-Jul-21,12.09,12.6225,11.9875,12.0675,12.09,-0.02,-0.19
06-Jul-21,12.0675,12.36,11.29,12.275,12.0675,0.21,1.72
07-Jul-21,12.275,12.585,11.1475,12.2125,12.275,-0.06,-0.51
08-Jul-21,12.2125,14.0075,12.055,13.56,12.2125,1.35,11.03
09-Jul-21,13.56,14.0025,12.175,12.9425,13.56,-0.62,-4.55
12-Jul-21,12.9425,13.6075,11.81,12.9925,12.9425,0.05,0.39
13-Jul-21,12.9925,12.9925,10.6725,12.6225,12.9925,-0.37,-2.85
14-Jul-21,12.6225,12.96,10.485,12.59,12.6225,-0.03,-0.26
15-Jul-21,12.59,12.945,11.0825,12.27,12.59,-0.32,-2.54
16-Jul-21,12.27,12.37,11.625,11.705,12.27,-0.56,-4.6
19-Jul-21,11.705,13.1975,11.705,12.68,11.705,0.97,8.33
20-Jul-21,12.68,14.0925,11.7875,13.205,12.68,0.53,4.14
22-Jul-21,13.205,13.205,11.7175,11.885,13.205,-1.32,-10
23-Jul-21,11.885,12.115,11.5675,11.7625,11.885,-0.12,-1.03
26-Jul-21,11.7625,12.54,10.395,12.45,11.7625,0.69,5.84
27-Jul-21,12.45,13.525,12.1025,13.2325,12.45,0.78,6.29
28-Jul-21,13.2325,15.98,11.355,13.6925,13.2325,0.46,3.48
29-Jul-21,13.6925,13.6925,12.435,12.945,13.6925,-0.75,-5.46
30-Jul-21,12.945,13.32,12.175,12.8025,12.945,-0.14,-1.1
02-Aug-21,12.8025,13.09,11.5175,12.805,12.8025,0,0.02
03-Aug-21,12.805,13.905,11.9625,13.7475,12.805,0.94,7.36
04-Aug-21,13.7475,14.0575,12.65,13.2125,13.7475,-0.54,-3.89
05-Aug-21,13.2125,13.4175,11.2025,12.8725,13.2125,-0.34,-2.57
06-Aug-21,12.8725,13.1625,11.64,12.6075,12.8725,-0.27,-2.06
09-Aug-21,12.6075,13.11,12.03,12.605,12.6075,0,-0.02
10-Aug-21,12.605,13.0675,9.9825,12.705,12.605,0.1,0.79
11-Aug-21,12.705,13.3275,10.4725,12.7125,12.705,0.01,0.06
12-Aug-21,12.7125,12.8175,11.3625,12.3725,12.7125,-0.34,-2.67
13-Aug-21,12.3725,13.1625,11.395,12.99,12.3725,0.62,4.99
16-Aug-21,12.99,13.6575,11.375,13.4575,12.99,0.47,3.6
17-Aug-21,13.4575,13.61,12.0275,13.4125,13.4575,-0.04,-0.33
18-Aug-21,13.4125,13.4125,11.12,12.905,13.4125,-0.51,-3.78
20-Aug-21,12.905,14.14,12.3475,14.015,12.905,1.11,8.6
23-Aug-21,14.015,14.44,12.725,13.685,14.015,-0.33,-2.35
24-Aug-21,13.685,14.5075,13.0975,13.1875,13.685,-0.5,-3.64
25-Aug-21,13.1875,13.9725,12.265,13.4975,13.1875,0.31,2.35
26-Aug-21,13.4975,14.195,12.1125,13.5375,13.4975,0.04,0.3
27-Aug-21,13.5375,13.76,12.94,13.405,13.5375,-0.13,-0.98
30-Aug-21,13.405,13.685,12.4025,13.3175,13.405,-0.09,-0.65
31-Aug-21,13.3175,14.765,12.635,14.52,13.3175,1.2,9.03
01-Sep-21,14.52,15.63,13.9,14.185,14.52,-0.33,-2.31
02-Sep-21,14.185,14.385,13.61,14.24,14.185,0.05,0.39
03-Sep-21,14.24,14.645,13.58,14.5425,14.24,0.3,2.12
06-Sep-21,14.5425,15.28,14.055,15.105,14.5425,0.56,3.87
07-Sep-21,15.105,15.23,14.585,14.895,15.105,-0.21,-1.39
08-Sep-21,14.895,15.0625,12.485,14.41,14.895,-0.48,-3.26
09-Sep-21,14.41,14.41,13.6375,13.9425,14.41,-0.47,-3.24
13-Sep-21,13.9425,14.7775,11.9175,14.025,13.9425,0.08,0.59
14-Sep-21,14.025,14.025,10.8725,13.575,14.025,-0.45,-3.21
15-Sep-21,13.575,13.875,12.37,13.73,13.575,0.16,1.14
16-Sep-21,13.73,14.525,9.025,14.4125,13.73,0.68,4.97
17-Sep-21,14.4125,15.65,12.1375,15.2325,14.4125,0.82,5.69
20-Sep-21,15.2325,17.8075,10.2275,17.4925,15.2325,2.26,14.84
21-Sep-21,17.4925,17.9975,13.0025,16.52,17.4925,-0.97,-5.56
22-Sep-21,16.52,16.86,13.2775,16.4925,16.52,-0.03,-0.17
23-Sep-21,16.4925,16.9375,10.3125,16.6025,16.4925,0.11,0.67
24-Sep-21,16.6025,17.33,12.7725,16.9225,16.6025,0.32,1.93
27-Sep-21,16.9225,18.1375,13.515,18.0525,16.9225,1.13,6.68
28-Sep-21,18.0525,18.57,15.3725,18.535,18.0525,0.48,2.67
29-Sep-21,18.535,19.435,16.7575,18.8375,18.535,0.3,1.63
30-Sep-21,18.8375,19.1375,17.15,18.4025,18.8375,-0.43,-2.31
01-Oct-21,18.4025,19.075,16.9975,17.21,18.4025,-1.19,-6.48
04-Oct-21,17.21,17.53,15.3175,16.735,17.21,-0.48,-2.76
05-Oct-21,16.735,17.1325,16.295,16.3975,16.735,-0.34,-2.02
06-Oct-21,16.3975,17.59,16.1075,17.3325,16.3975,0.93,5.7
07-Oct-21,17.3325,17.3325,14.4525,16.155,17.3325,-1.18,-6.79
08-Oct-21,16.155,16.4025,15.5325,15.6525,16.155,-0.5,-3.11
11-Oct-21,15.6525,16.41,12.23,16.085,15.6525,0.43,2.76
12-Oct-21,16.085,16.3975,13.9375,15.8475,16.085,-0.24,-1.48
13-Oct-21,15.8475,16.22,13.38,16.1,15.8475,0.25,1.59
14-Oct-21,16.1,16.285,12.6125,15.7675,16.1,-0.33,-2.07
18-Oct-21,15.7675,17.315,14.155,17.185,15.7675,1.42,8.99
19-Oct-21,17.185,17.5425,14.235,17.3825,17.185,0.2,1.15
20-Oct-21,17.3825,18.865,15.2325,18.3125,17.3825,0.93,5.35
21-Oct-21,18.3125,18.795,14.9075,18.035,18.3125,-0.28,-1.52
22-Oct-21,18.035,18.035,14.355,17.545,18.035,-0.49,-2.72
25-Oct-21,17.545,18.7575,14.5075,17.61,17.545,0.06,0.37
26-Oct-21,17.61,17.725,16.645,16.7525,17.61,-0.86,-4.87
27-Oct-21,16.7525,17.0325,15.4025,16.8275,16.7525,0.07,0.45
28-Oct-21,16.8275,18.4325,16.8125,17.9125,16.8275,1.09,6.45
29-Oct-21,17.9125,19.64,16.2825,17.425,17.9125,-0.49,-2.72
01-Nov-21,17.425,18.095,15.3825,17.235,17.425,-0.19,-1.09
02-Nov-21,17.235,17.7875,16.36,17.0625,17.235,-0.17,-1
03-Nov-21,17.0625,17.0625,15.7,16.125,17.0625,-0.94,-5.49
04-Nov-21,16.125,16.4125,14.305,15.7475,16.125,-0.38,-2.34
08-Nov-21,15.7475,16.925,13.99,16.34,15.7475,0.59,3.76
09-Nov-21,16.34,16.615,14.6425,16.0025,16.34,-0.34,-2.07
10-Nov-21,16.0025,16.685,15.14,16.305,16.0025,0.3,1.89
11-Nov-21,16.305,17.285,14.645,16.3525,16.305,0.05,0.29
12-Nov-21,16.3525,16.3525,14.645,15.2175,16.3525,-1.13,-6.94
15-Nov-21,15.2175,15.8425,13.4275,15.465,15.2175,0.25,1.63
16-Nov-21,15.465,15.6825,13.58,15.195,15.465,-0.27,-1.75
17-Nov-21,15.195,15.4125,13.915,14.98,15.195,-0.21,-1.41
18-Nov-21,14.98,16.1475,12.08,14.8575,14.98,-0.12,-0.82
22-Nov-21,14.8575,18.0825,13.5625,17.52,14.8575,2.66,17.92
23-Nov-21,17.52,20.025,16.7925,18.015,17.52,0.5,2.83
24-Nov-21,18.015,18.015,15.5775,17.095,18.015,-0.92,-5.11
25-Nov-21,17.095,18.0725,16.0025,16.6625,17.095,-0.43,-2.53
26-Nov-21,16.6625,21.3925,16.05,20.8025,16.6625,4.14,24.85
29-Nov-21,20.8025,23.82,18.8925,20.83,20.8025,0.03,0.13
30-Nov-21,20.83,21.965,18.8075,21.1675,20.83,0.34,1.62
01-Dec-21,21.1675,21.1675,18.935,19.4475,21.1675,-1.72,-8.13
02-Dec-21,19.4475,22.965,18.0025,18.0875,19.4475,-1.36,-6.99
03-Dec-21,18.0875,18.8325,17.21,18.455,18.0875,0.37,2.03
06-Dec-21,18.455,20.4775,18.3,20.0775,18.455,1.62,8.79
07-Dec-21,20.0775,20.0775,18.2425,18.46,20.0775,-1.62,-8.06
08-Dec-21,18.46,18.46,16.565,17.265,18.46,-1.2,-6.47
09-Dec-21,17.265,17.435,15.54,16.6025,17.265,-0.66,-3.84
10-Dec-21,16.6025,16.9325,15.21,16.06,16.6025,-0.54,-3.27
13-Dec-21,16.06,16.86,14.675,16.57,16.06,0.51,3.18
14-Dec-21,16.57,17.33,13.9375,16.9525,16.57,0.38,2.31
15-Dec-21,16.9525,17.7125,15.7675,17.2175,16.9525,0.27,1.56
16-Dec-21,17.2175,17.2175,15.2625,15.895,17.2175,-1.32,-7.68
17-Dec-21,15.895,16.9075,13.76,16.3375,15.895,0.44,2.78
20-Dec-21,16.3375,20.135,16.3375,18.965,16.3375,2.63,16.08
21-Dec-21,18.965,18.965,16.6275,17.5375,18.965,-1.43,-7.53
22-Dec-21,17.5375,17.5375,15.69,16.58,17.5375,-0.96,-5.46
23-Dec-21,16.58,16.58,15.68,15.825,16.58,-0.75,-4.55
24-Dec-21,15.825,16.6525,15.3325,16.1475,15.825,0.32,2.04
27-Dec-21,16.1475,17.2775,15.2625,17.1175,16.1475,0.97,6.01
28-Dec-21,17.1175,17.1175,15.2075,16.475,17.1175,-0.64,-3.75
29-Dec-21,16.475,16.8625,15.8,16.2425,16.475,-0.23,-1.41
30-Dec-21,16.2425,16.7875,15.2925,16.565,16.2425,0.32,1.99
31-Dec-21,16.565,16.7675,15.4,16.2225,16.565,-0.34,-2.07
03-Jan-22,16.2225,16.81,15.4525,16.4525,16.2225,0.23,1.42
04-Jan-22,16.4525,16.675,15.71,16.12,16.4525,-0.33,-2.02
05-Jan-22,16.12,17.38,15.0875,17.2275,16.12,1.11,6.87
06-Jan-22,17.2275,18.4175,16.4,17.9775,17.2275,0.75,4.35
07-Jan-22,17.9775,18.09,16.86,17.6025,17.9775,-0.38,-2.09
10-Jan-22,17.6025,18.39,15.8425,17.6775,17.6025,0.07,0.43
11-Jan-22,17.6775,18.2475,16.4375,17.7575,17.6775,0.08,0.45
12-Jan-22,17.7575,17.925,16.5475,17.1825,17.7575,-0.57,-3.24
13-Jan-22,17.1825,17.525,16.6075,16.705,17.1825,-0.48,-2.78
14-Jan-22,16.705,17.1,15.3425,16.555,16.705,-0.15,-0.9
17-Jan-22,16.555,17.5475,16.2675,16.765,16.555,0.21,1.27
18-Jan-22,16.765,17.875,16.765,17.78,16.765,1.02,6.05
19-Jan-22,17.78,18.4475,15.94,17.8175,17.78,0.04,0.21
20-Jan-22,17.8175,18.45,17.32,17.79,17.8175,-0.03,-0.15
21-Jan-22,17.79,19.605,16.9825,18.8875,17.79,1.1,6.17
24-Jan-22,18.8875,23.9,18.8875,22.825,18.8875,3.94,20.85
25-Jan-22,22.825,24.1375,21.18,21.3575,22.825,-1.47,-6.43
27-Jan-22,21.3575,23.8675,20.4425,21.065,21.3575,-0.29,-1.37
28-Jan-22,21.065,21.32,20.2825,20.695,21.065,-0.37,-1.76
31-Jan-22,20.695,22.11,20.695,21.9525,20.695,1.26,6.08
01-Feb-22,21.9525,22.07,19.745,19.9775,21.9525,-1.98,-9
02-Feb-22,19.9775,19.9775,18.5475,18.65,19.9775,-1.33,-6.64
03-Feb-22,18.65,19.595,17.4075,19.16,18.65,0.51,2.73
04-Feb-22,19.16,19.7775,18.595,18.8975,19.16,-0.26,-1.37
07-Feb-22,18.8975,21.0825,18.1825,20.4375,18.8975,1.54,8.15
08-Feb-22,20.4375,20.9375,19.555,19.685,20.4375,-0.75,-3.68
09-Feb-22,19.685,19.685,17.885,18.555,19.685,-1.13,-5.74
10-Feb-22,18.555,18.925,16.8,17.71,18.555,-0.84,-4.55
11-Feb-22,17.71,19.5325,16.855,18.68,17.71,0.97,5.48
14-Feb-22,18.68,23.535,18.68,22.9775,18.68,4.3,23.01
15-Feb-22,22.9775,23.14,20.435,20.6125,22.9775,-2.36,-10.29
16-Feb-22,20.6125,21.02,19.3525,20.5925,20.6125,-0.02,-0.1
17-Feb-22,20.5925,22.37,19.4625,22.005,20.5925,1.41,6.86
18-Feb-22,22.005,23.21,21.635,22.165,22.005,0.16,0.73
21-Feb-22,22.165,23.755,20.57,22.9025,22.165,0.74,3.33
22-Feb-22,22.9025,27.815,22.9025,26.6625,22.9025,3.76,16.42
23-Feb-22,26.6625,26.6625,23.9075,24.5425,26.6625,-2.12,-7.95
24-Feb-22,24.5425,33.9725,24.5425,31.9825,24.5425,7.44,30.31
25-Feb-22,31.9825,31.9825,26.15,26.74,31.9825,-5.24,-16.39
28-Feb-22,26.74,29.785,26.74,28.57,26.74,1.83,6.84
02-Mar-22,28.57,30.8425,28.57,29.2325,28.57,0.66,2.32
